id	title	context	triplets
374		LumApps, a French startup offering a intranet solution for business content, today announced a Series A funding round of $8 million led by Idinvest Partners. Founded in 2012 and headquartered near Lyon, LumApps is an intranet solution that brings together all content in an enterprise and is integrated with Google’s G Suite. The fresh capital will be used to accelerate the international expansion in the US and APAC. CEO Sébastien Ricard stated: “This gives us the ability to reach our goal of changing the way people collaborate and communicate at work by providing a smart digital workplace. Our focus on R&D means we can develop the best intranet platform for companies requiring communication channels to support employees. We are also diversifying our offering, starting with a new intranet for organisations in education and for NGOs, as well as extranets.”	<triplet> $8 million <sub> Series A <obj> IN ROUND <triplet> Idinvest Partners <sub> $8 million <obj> INVESTS <triplet> LumApps <sub> $8 million <obj> RECEIVES
376		It is likely you have hit your head before and thought nothing of it. But depending on the severity of the impact, it could result in a traumatic brain injury (TBI) – a common, underdiagnosed condition that can result in a range of cognitive and behavioural problems that make it difficult to lead a normal life. For example, studies have shown that around half of homeless men had suffered TBIs before becoming homeless. In Europe alone, head trauma is the because of about 2.5 million emergency room visits each year, roughly one million hospital admissions, nearly 75,000 deaths and approximately 100,000 cases of severe long-term disability (such as functional and cognitive disorders and learning disabilities). The global economic burden of TBI is estimated at about $400 billion when indirect costs such as productivity loss are taken into consideration.Würzburg-based vasopharm GmbH is a biopharmaceutical company developing a develop novel therapeutics to treat TBIs. The company has announced the successful raise of a €9.5 million financing round co-led by HeidelbergCapital Private Equity and EF Investments. Existing investors Bayern Kapital, Future Capital, clients of Hanseatic Asset Management and Ringtons Holdings also participated in the round.	<triplet> Hanseatic Asset Management <sub> €9.5 million <obj> INVESTS <triplet> Ringtons Holdings <sub> €9.5 million <obj> INVESTS <triplet> HeidelbergCapital Private Equity <sub> €9.5 million <obj> INVESTS <triplet> Future Capital <sub> €9.5 million <obj> INVESTS <triplet> EF Investments <sub> €9.5 million <obj> INVESTS <triplet> vasopharm GmbH <sub> €9.5 million <obj> RECEIVES <triplet> Bayern Kapital <sub> €9.5 million <obj> INVESTS
38		The Hamburg-based startup DREAMLINES today announced it secured €20 million in a C Round financing. Not quite three years after launching, DREAMLINES, a globally operating cruise portal, has now attracted backing from further investors to fund the company’s rapid growth. The major proportion of the €20 million raised in this round comes from the investors Altpoint Ventures and Target Ventures. The previous investors Holtzbrinck Ventures, Hasso Plattner Ventures and Dimaventures also participated in this round. The online portal DREAMLINES was founded in January 2012 and is one of the most important providers of cruises on the German market. Travellers can choose from more than 30,000 products – from short cruises to around-the-world and transatlantic cruises. DREAMLINES currently has 280 employees worldwide. In addition to the German-speaking market, the company also operates in Australia, Italy, France, the Netherlands, Russia and Brazil. In August, DREAMLINES acquired one of the biggest cruise portals in ‘Down Under’. The young company now aims to further accelerate its global expansion.	<triplet> Hasso Plattner Ventures <sub> €20 million <obj> INVESTS <triplet> Dimaventures <sub> €20 million <obj> INVESTS <triplet> Target Ventures <sub> €20 million <obj> INVESTS <triplet> DREAMLINES <sub> €20 million <obj> RECEIVES <triplet> Holtzbrinck Ventures <sub> €20 million <obj> INVESTS <triplet> Altpoint Ventures <sub> €20 million <obj> INVESTS <triplet> DREAMLINES <sub> €20 million <obj> RECEIVES <triplet> DREAMLINES <sub> €20 million <obj> RECEIVES <triplet> €20 million <sub> C Round financing <obj> IN ROUND
39		Masterbranch, a platform for employers who are looking for great developers, recently closed a new round of financing. The capital (€470k) for Masterbranch’s second financing round comes from NEOTEC and several Spanish business angels. The Barcelona based startup was founded in 2010 by Juan Luis Belmonte and Ignacio Andreu Dolset. On Masterbranch developers can create their profile, which is automatically updated through their open source activity, and employers can find candidates for available positions by looking at the coding skills of each developer. Right now Masterbranch has about 6,500 active users (developers) on its platform. The fresh capital is going to be used to improve the functionality of the marketplace and to grow the userbase. At the moment the registration in Masterbranch is both for employers and developers completely free. Masterbranch is going to charge for some features (on the employer-side) and monthly job posts in the near future. The pricing plans will be released soon.	<triplet> NEOTEC <sub> 470k <obj> INVESTS <triplet> several Spanish business angels <sub> 470k <obj> INVESTS <triplet> Masterbranch <sub> 470k <obj> RECEIVES <triplet> Masterbranch <sub> 470k <obj> RECEIVES <triplet> Masterbranch <sub> 470k <obj> RECEIVES
391		Manchester- and Nairobi-based SteamaCo, a leading technology provider for managing off-grid renewable energy networks in emerging markets, announced that it has completed a £640,000 seed capital round. SteamaCo offers advanced smart metering in frontier markets. The company was founded in 2010. SteamaCo meters electricity at 37 sites in six countries, serving 10,000 people across Africa and Asia, and 70% of Kenya’s off-grid microgrid market. SteamaCo’s innovative cloud‐based remote metering and payments system automates utility operations and monetises energy use. With around 1.3 billion people globally lacking access to mains electricity, SteamaCo brings modern energy to those who have never had it. SteamaCo plans to use the funding to expand access to its smart metering and data analytics technology that enables distributed providers of electricity – from mini grid operators to agricultural irrigation businesses – to reach the 1.3 billion people living beyond the grid.	
40		Every time some larger hacks or things like the WannaCry ransomware come to public attention, more and more people realize the importance of online and mobile security – especially for businesses. Wandera, a leading enterprise mobile security and policy provider with a pioneering mobile gateway, today announced it has completed a total $27.5 million Series C equity and venture debt financing. The new investor, Sapphire Ventures led the round with participation from existing investors, Bessemer Venture Partners and 83North, bringing the company’s total funding to date to $50 million. Wandera is based in London and San Francisco and was founded in 2012. The new financing follows a year in which Wandera has increased its number of Fortune 500 clients fivefold and which is now growing bookings at 250% year on year. Major global deployments include leading organizations in healthcare, finance, technology and professional services.	<triplet> Bessemer Venture Partners <sub> $27.5 million <obj> INVESTS <triplet> 83North <sub> $27.5 million <obj> INVESTS <triplet> Sapphire Ventures <sub> $27.5 million <obj> INVESTS <triplet> Wandera <sub> $27.5 million <obj> RECEIVES <triplet> Wandera <sub> $27.5 million <obj> RECEIVES <triplet> Wandera <sub> $27.5 million <obj> RECEIVES <triplet> $27.5 million <sub> Series C <obj> IN ROUND <triplet> Wandera <sub> $50 million <obj> RECEIVED TOTAL
402		Founded in Latvia, Giraffe360 is a specialist digital photography service for showcasing property. The growing startup has moved its headquarters to London despite the uncertainty of Brexit, and has just secured €1.1 million in its second funding round led by Change Ventures. The startup previously raised €500k in a seed round led by Koha Capital. Giraffe360 has developed technology to give 3D virtual reality tours of real estate. Since the creation of its first prototype in 2016, the startup has developed the highest quality property presentation technology in the world, delivering 270 megapixel resolution photography. It is client base now spans the UK and seven other European countries, including estate agents such as Hunters, John Taylors and RE/MAX. The latest funding will be used to launch the next generation of Giraffe360 technology and to continue expanding the business in the UK and across Europe.	<triplet> Change Ventures <sub> €1.1 million <obj> INVESTS <triplet> Giraffe360 <sub> €1.1 million <obj> RECEIVES <triplet> €1.1 million <sub> second funding round <obj> IN ROUND <triplet> Koha Capital <sub> €500k <obj> INVESTS <triplet> Giraffe360 <sub> €500k <obj> RECEIVES <triplet> €500k <sub> seed round <obj> IN ROUND
403		Wellster, a leading provider of telemedicine platform solutions in the EU, announced today that it closed a €35 million funding round. The round is led by Dermapharm with support from existing investors HV Capital, which previously invested in Zalando, FlixBus and Delivery Hero, and SevenVentures. The fresh funds will be used to expand its offering with additional medical topics and thereby tap into new target groups. Founded in 2018, Wellster integrates telemedicine, drug-based and digital therapies into vertical ‘Direct-to-Consumer’ solutions, each of which is tailored to a specific health topic. Working with the pharmacy-owned Noventi Group, the healthtech startup also assists pharmacists in accessing online channels, overall providing local pharmacies with additional revenue opportunities and enabling them to create contemporary customer loyalty. In just a few short years, the startup has grown a team of 40+, launching a brand ‘Spring’ in Germany, including portals gospring.de (intimate health) and myspring.com (hair loss), in addition to portals for mental health and medical self-tests.	<triplet> SevenVentures <sub> €35 million <obj> INVESTS <triplet> HV Capital <sub> €35 million <obj> INVESTS <triplet> Dermapharm <sub> €35 million <obj> INVESTS <triplet> Wellster <sub> €35 million <obj> RECEIVES
409		Finnish company IQM Quantum Computers (IQM), a European leader in building superconducting quantum computers, today announced that it has raised €39 million in Series A funding, bringing the total amount of funding raised to date to €71 million. This ranks among the highest fundraising rounds by a European deep-tech startup within a year. MIG Fonds led this round, with participation from all existing investors including Tesi, OpenOcean, Maki.vc, Vito Ventures, Matadero QED. New investors Vsquared, Salvia GmbH,Santo Venture Capital GmbH,and Tencent, have also joined this round. “IQM has a strong track record of research and in achieving high growth. They continue to attract the best global talent across functions and have exceeded their hardware and software milestones. We are thrilled to lead this round and continue to support IQM as the company accelerates its next phase of business and hardware growth,”said Axel Thierauf, Partner at MIG Fonds, and Chairman of the Board of IQM.	<triplet> Vsquared <sub> €39 million <obj> INVESTS <triplet> Salvia GmbH <sub> €39 million <obj> INVESTS <triplet> Santo Venture Capital GmbH <sub> €39 million <obj> INVESTS <triplet> Tencent <sub> €39 million <obj> INVESTS <triplet> MIG Fonds <sub> €39 million <obj> INVESTS <triplet> Tesi <sub> €39 million <obj> INVESTS <triplet> OpenOcean <sub> €39 million <obj> INVESTS <triplet> Matadero QED <sub> €39 million <obj> INVESTS <triplet> Vito Ventures <sub> €39 million <obj> INVESTS <triplet> Maki.vc <sub> €39 million <obj> INVESTS <triplet> IQM Quantum Computers <sub> €39 million <obj> RECEIVES <triplet> €39 million <sub> Series A <obj> IN ROUND <triplet> IQM Quantum Computers <sub> €71 million <obj> RECEIVED TOTAL
414		Your Juno, a financial education platform for women and non-binary people, today launches its app on the App Store. The financial education startup, which was built during the pandemic by two sisters Alexia and Margot de Broglie alongside a team of Millenial and Gen-Z women, aims to close the gender gap in financial literacy. Founded in 2020, Your Juno raised a pre-seed round of €295K the same year. The round was led by seasoned fintech angel investors including Kurt Lambert (Founder of RepRisk, and Founder and Chairman of Harcourt Investment Consulting) and Peter Fanconi (Chairman and former CEO of Blue Orchard, Ex Managing Partner at PWC and Vice-Chairman at Deutsche Bank). In an analysis of financial media articles conducted by Starling, 73% of articles targeting men spoke about investing whereas 90% of the articles targeting women focused on spending less. The Your Juno founders believe this discriminatory financial information is a big contributing factor to the gender money gap in which women earn and own less than men.	<triplet> €295K <sub> pre-seed round <obj> IN ROUND <triplet> Kurt Lambert <sub> €295K <obj> INVESTS <triplet> Peter Fanconi <sub> €295K <obj> INVESTS <triplet> Your Juno <sub> €295K <obj> RECEIVES
417		Sustainable activewear brand TALA has just raised over €5 million to bring its range to the masses. The oversubscribed round was co-led by Active Partners and Venrex, with Pembroke VCT, as well as angel investors including Nicola Kilner (CEO & Founder, Deciem), Michelle Kennedy (CEO & Founder, Peanut) and Simon Mottram (Founder, Rapha) also getting in on the action. Female-founded by fitness entrepreneur Grace Beverley, TALA is on a mission to bring a blend of sustainability, high-performance, style and affordability to the activewear market. Sustainability is the hot topic of the year, and the sustainable fashion movement is picking up pace worldwide. However, one area of the market has been left underserved – activewear. The options for conscious consumption of activewear has been somewhat lacking to date and consumers are left having to choose between affordability, performance and sustainability.	<triplet> Simon Mottram <sub> €5 million <obj> INVESTS <triplet> TALA <sub> €5 million <obj> RECEIVES <triplet> Active Partners <sub> €5 million <obj> INVESTS <triplet> Venrex <sub> €5 million <obj> INVESTS <triplet> Pembroke VCT <sub> €5 million <obj> INVESTS <triplet> Nicola Kilner <sub> €5 million <obj> INVESTS <triplet> Michelle Kennedy <sub> €5 million <obj> INVESTS
419		Italian startup AppQuality, a crowd testing platform, has announced raising €3.5 million in a round led by P101 SGR and ITA500 (the venture capital fund established by Azimut Libera and managed by P101), alongside Italian Angels for Growth (IAG), and Club Italia Investimenti 2. Founded in 2015, AppQuality uses the power of the crowd to test apps, websites, chatbots, facebook pages, landing pages, newsletters, digital products and ADV campaigns online. Its crowd-based platform brings together a community of 14,000+ remote testers, in order to help companies build high-quality apps and websites with a stunning user experience. Impressively, the team already has major clients like Pirelli, BMW, Bending Spoons, Unicredit, Moncler, Allianz, Enel, Vodafone, Dyson, among its customers. Created by Luca Manara (CEO), Edoardo Vannutelli and Filippo Renga, the range of testing they offer goes from Functional Testing, to Usability Testing, to Benchmark Testing to Prototype Testing. For example, a company with a strong customer interaction component could select to test chatbot or voice training testing, or a company looking to analyse their position in the market could complete a benchmark testing to find out what customers value about their product.	<triplet> P101 SGR <sub> €3.5 million <obj> INVESTS <triplet> Italian Angels for Growth <sub> €3.5 million <obj> INVESTS <triplet> ITA500 <sub> €3.5 million <obj> INVESTS <triplet> Club Italia Investimenti 2 <sub> €3.5 million <obj> INVESTS <triplet> AppQuality <sub> €3.5 million <obj> RECEIVES
420		British sex therapy app Blueheart has attracted €1 million of funding in a seed round led by PROfounders Capital and joined by Calm/Storm. The app offers pioneering sex and relationship therapy, designed by experts and based on the latest scientific research. Blueheart, founded in 2019, aims to go far beyond the ‘wellness’ support offered by other platforms. Instead, their ambition is to provide evidence-based therapy sessions to address a wide range of sexual issues often seen as taboo. The sessions, which are navigated digitally via audio and written materials, have been designed by world-renowned sex therapist Dr Katherine Hertlein, Editor-in-Chief of the Journal of Couple and Relationship Therapy. Dr Hertlein joins Blueheart as their expert advisor.	<triplet> Blueheart <sub> €1 million <obj> RECEIVES <triplet> PROfounders Capital <sub> €1 million <obj> INVESTS <triplet> Calm/Storm <sub> €1 million <obj> INVESTS <triplet> €1 million <sub> seed round <obj> IN ROUND
431		Bokio, the Swedish based startup which utilises artificial intelligence to simplify bookkeeping for small businesses, sole traders, and freelancers, has raised €4 million. Led by Creandum (early backers of Spotify), with participation from European financial group Svea, and an individual investment from Chris Adelsbach, Managing Director of Techstars, the funding will enable Bokio to scale its business in the UK where it launched earlier in 2019, and to further develop its AI-based bookkeeping tool with the implementation of more add-on services. Bokio acts as a digital assistant, providing support for a wide range of administrative tasks including invoicing, employee expenses, reporting and VAT returns. Its user-friendly interface is designed so that first-time business owners can make use of the software without requiring any previous experience in accounting.	<triplet> Creandum <sub> €4 million <obj> INVESTS <triplet> Svea <sub> €4 million <obj> INVESTS <triplet> Chris Adelsbach <sub> €4 million <obj> INVESTS <triplet> Bokio <sub> €4 million <obj> RECEIVES
440		Today Rest Less, a social enterprise startup offering jobs, volunteering and guidance for people over 50 years old, has announced that it has raised €2.6 million in seed funding. Rest Less was launched in 2018 as an online platform targeted at the growing population of over 50s. It offers fulfilling opportunities to work, volunteer or find a new career path. Since launching in the UK, Rest Less has been on a mission to raise awareness of the challenges faced by this demographic in the workplace – where on average they are more likely to be made redundant, more likely to be in long term unemployment and are less likely to receive workplace training than their younger counterparts. Over the course of its first year, Rest Less has amassed more than 100,000 members who have an average age of 55. The investment round was led by QED Investors, a leading boutique venture capital firm based in the US, whose other UK investments include Clearscore, Wagestream, and Fidel. There was also participation from 1818 Venture Capital alongside a number of angel investors. Early investors in Rest Less include Octopus Ventures.	<triplet> Octopus Ventures <sub> €2.6 million <obj> INVESTS <triplet> 1818 Venture Capital <sub> €2.6 million <obj> INVESTS <triplet> a number of angel investors <sub> €2.6 million <obj> INVESTS <triplet> QED Investors <sub> €2.6 million <obj> INVESTS <triplet> Rest Less <sub> €2.6 million <obj> RECEIVES <triplet> Clearscore <sub> €2.6 million <obj> INVESTS <triplet> Wagestream <sub> €2.6 million <obj> INVESTS <triplet> Fidel <sub> €2.6 million <obj> INVESTS <triplet> €2.6 million <sub> seed funding <obj> IN ROUND
448		Hedvig, the Stockholm-based digital insurer has raised over €9.3 million in a Series A funding round to bring their insurance service with a people-first approach to the masses. The round was led by San-Francisco-based Obvious Ventures which was founded by Twitter co-founder Ev Williams, James Joaquin and Vishal Vasishth. Obvious Ventures is also an early investor in companies such as Beyond Meat, Magic Leap and Medium. Hedvig was launched in May 2018 and now insures more than 15,000 Swedes and a total value of more than 10BN SEK in property and contents. Hedvig already counts more than 30 employees aim for continued fast growth. Vishal Vasishth from Obvious Ventures stated: “Hedvig is harnessing its purpose, the power of AI, and its human-centered product to create a modern, full-stack insurance company. Their incredible team is delivering against the mission – to give people the world’s most incredible insurance experience – and we at Obvious are honored to help scale it further.”	<triplet> Obvious Ventures <sub> €9.3 million <obj> INVESTS <triplet> Hedvig <sub> €9.3 million <obj> RECEIVES <triplet> €9.3 million <sub> Series A <obj> IN ROUND
459		ChartMogul, the market leader in subscription business analytics, today announced an additional $2.2 million in venture funding led by Alven Capital, with participation from existing investors Point Nine Capital and some business angels. The fresh funds will be used to expand the Berlin-based company’s product and engineering teams and accelerate product development. Founded in 2014, ChartMogul offers a subscription analytics software, a nicely growing segment within the broader analytics and business intelligence category. Its solution helps more than 1,000 subscription businesses – ranging from global SaaS companies to monthly gift box subscriptions – centralize and analyze their critical business data to extract decisioninforming insights. ChartMogul offers more than 25 integrations to help customers import, enrich, segment and export their data. In September 2017, the startup launched its Revenue Recognition product, which helps finance teams automate much of the work needed to comply with new ASC 606 revenue reporting requirements. ChartMogul launched its paid product in 2015, and has been growing more than 100% year over year. In July 2017 the company introduced a free tier of its product for early-stage companies with under $10,000 in monthly recurring revenue.	<triplet> Alven Capital <sub> $2.2 million <obj> INVESTS <triplet> ChartMogul <sub> $2.2 million <obj> RECEIVES <triplet> Point Nine Capital <sub> $2.2 million <obj> INVESTS <triplet> some business angels <sub> $2.2 million <obj> INVESTS
461		Founded in 2019, Croatian AI startup, Mindsmiths, has received €1.2 million in seed funding from Feelsgood investment fund to further develop and expand their platform which enables the building of autonomous systems, with a humanist touch. The young company from Zagreb is pioneering in the field of Autonomous Support Systems (ASS). By integrating the Mindsmiths platform, digital systems can become autonomous, make independent decisions, and approach users proactively. The result is a technology that provides users with a smart solution, at the right time. According to Forbes, Autonomous Support Systems are defined as systems that are able to accomplish a task, achieve a goal, or interact with their surroundings with minimal to no human involvement. These systems predict, plan and are aware of the world around them. Mindsmiths want to bring this technology to those decisions that impact people’s lives and humanise this new technology by embedding human fears, emotions and motivations into the decision-making process of ASS.	<triplet> Feelsgood investment fund <sub> €1.2 million <obj> INVESTS <triplet> Mindsmiths <sub> €1.2 million <obj> RECEIVES <triplet> €1.2 million <sub> seed funding <obj> IN ROUND
491		CirrusHQ, a leading Amazon Web Services (AWS) consulting firm, today announced it has secured a €446k growth capital funding plus the appointment of Alastair Mills as the company’s new Chairman. The UK-based company will use the fresh capital to further expand its presence in the UK, most notably in the education sector where it is the first and only UK Consulting Partner to hold the ‘AWS Education Competency’ and the ‘Well Architected Framework’ certification. CirrusHQ also specialises in public sector and enterprise deployments. The investment round was led by Alastair Mills and Ronnie Smith. The pair have worked together previously, having co-founded managed services provider Six Degrees Group in 2011, which was acquired by Charlesbank Capital Partners in 2015. Both investors have now joined CirrusHQ’s board of directors, with Mills taking on the role of Chairman and Smith adding his 25 plus years of financial expertise to the firm’s leadership. CirrusHQ also appointed Daemonn Brody, who has previously held senior roles in the cloud and managed services industry, as its Managing Director. Founded in 2011 and with offices in Edinburgh, Oxford and London, CirrusHQ focuses exclusively on the AWS platform and its experience and comprehensive levels of certification mean it is uniquely positioned to help its customers maximise the performance, security and cost-effectiveness of their AWS workloads. Within the education sector, in particular, as schools and universities are temporarily closed, many are relying on cloud technology and tools to help students continue to learn online.	<triplet> Ronnie Smith <sub> €446k <obj> INVESTS <triplet> Alastair Mills <sub> €446k <obj> INVESTS <triplet> CirrusHQ <sub> €446k <obj> RECEIVES
495		Bucharest-based SymphoPay is a point-of-sale payments platform for retailers who want to integrate all partner banks into a single payment terminal, which can be fixed or mobile, and is connected to a central platform capable of integrating marketing and loyalty campaigns. SymphoPay also allows multiple merchants to use a single terminal, enabling payment solutions for couriers, insurance brokers, or payment collection networks. The startup has just raised €650k in a round led by Romanian VC Early Game Ventures, with participation from GECAD Ventures, Sparking Capital and business angels. Founded in 2015, the startup has so far raised over €1.4 million. “Retailers are constantly looking for solutions to increase sales and customer loyalty,”said Daniel Nicolescu, CEO of SymphoPay.“A huge competitive advantage is gained by integrating payments with the entire retail process, given that at the time of payment we have the unique opportunity to propose new offers to the customer, restarting the cycle of a new sale.”	<triplet> GECAD Ventures <sub> €650k <obj> INVESTS <triplet> business angels <sub> €650k <obj> INVESTS <triplet> Early Game Ventures <sub> €650k <obj> INVESTS <triplet> Sparking Capital <sub> €650k <obj> INVESTS <triplet> SymphoPay <sub> €650k <obj> RECEIVES <triplet> SymphoPay <sub> €1.4 million <obj> RECEIVED TOTAL
501		Bought By Many, a pettech and insurtech scaleup, has secured an over €286 million Series D funding round through its holding company Many Group Ltd, one of the largest insurtech investments in Europe, securing a valuation of over €1.6 billion. The latest investment was led by EQT Growth, a European-based investment firm dedicated to unleashing growth in Europe’s technology champions. The funding round also includes participation from Willoughby Capital, alongside existing investors FTV Capital, Octopus Ventures, CommerzVentures and Munich Re Ventures. Founded in 2012, Bought By Many is best-known for introducing market-leading pet insurance and wellness policies, such as cover for pre-existing conditions, and was the first pet insurance provider in the UK to offer online claims. Bought By Many was also one of the first in the UK to offer customers free, unlimited access to video calls with registered vets, a lifeline for many pet parents throughout lockdown.	<triplet> Octopus Ventures <sub> €286 million <obj> INVESTS <triplet> Munich Re Ventures <sub> €286 million <obj> INVESTS <triplet> CommerzVentures <sub> €286 million <obj> INVESTS <triplet> FTV Capital <sub> €286 million <obj> INVESTS <triplet> Willoughby Capital <sub> €286 million <obj> INVESTS <triplet> Bought By Many <sub> €286 million <obj> RECEIVES <triplet> EQT Growth <sub> €286 million <obj> INVESTS <triplet> €286 million <sub> Series D <obj> IN ROUND
503		TypingDNA, the Romanian startup that offers ‘frictionless authentication based on how you type’, has raised €6.2 million from Gradient Ventures, Techstars Ventures and Gapminder. Let us take a closer look at what they do. TypingDNA offers additional security solutions, using the biometric fingerprint of a person’s typing style. Put simply, they analyze the way we type to find patterns that then create our own “typing identity”. This can be further used to replace passwords or reinforce the security of a password. TypingDNA developed their own technology and algorithms to make this work. This technology observes and learns the way a user types, so TypingDNA can recognize login attempts and other important security elements.	<triplet> Gradient Ventures <sub> €6.2 million <obj> INVESTS <triplet> Techstars Ventures <sub> €6.2 million <obj> INVESTS <triplet> Gapminder <sub> €6.2 million <obj> INVESTS <triplet> TypingDNA <sub> €6.2 million <obj> RECEIVES
505		Aberdeen-based biotech startup Elasmogen has announced it has secured follow-on equity investment from Deepbridge Capital totalling €2.3 million, taking Deepbridge’s total investment in Elasmogen to €3.67 million. Elasmogen, founded 2016, hopes to destroy hard to treat cancers from inside. The startup is developing new medicines based on the discovery of certain antibody-like molecules found in sharks, called VNARS, which are antibody-like proteins. Using the latest genetic engineering techniques, and taking advantage of 400 million years of evolution, Elasmogen has created drug libraries of more than 100 billion unique soloMERs, from which new drug leads can be isolated. The soloMERs’ small size, highly stable nature and simple structure makes them ideal for delivering more effective treatments for diseases such as rheumatoid arthritis and cancer.	<triplet> Elasmogen <sub> €3.67 million <obj> RECEIVES <triplet> Deepbridge Capital <sub> €3.67 million <obj> INVESTS
506		Stockholm-based online pharmacy Meds has raised €5 million in a round led by Inbox Capital, bringing the startup’s total amount raised to €10.5 million. Founded in 2017, Meds sells beauty and health care products, as well as non-prescription and prescription drugs with permission from the Swedish Medical Products Agency. About 40% of Meds’ sales are to households in the Stockholm area, and home delivery takes less than two hours. The startup plans to soon be able to deliver to both Malmö and Gothenburg as well. Meds’ main competitor is Apothea, which it has ambitions of overtaking with the new funding round to become Sweden’s largest online pharmacy.	<triplet> Meds <sub> €5 million <obj> RECEIVES <triplet> Inbox Capital <sub> €5 million <obj> INVESTS <triplet> Meds <sub> €10.5 million <obj> RECEIVED TOTAL
510		Quiqup, a London-based on-demand delivery startup, has finalised a “multi-million pound” Series A funding round, with lead investors Delivery Hero and Global Founders Capital (investment fund of Rocket Internet). The decision for Quiqup to select Delivery Hero and Rocket Internet as their new investors was influenced by their experience in supporting and building truly global businesses. Most importantly they are aligned with Quiqup’s ambitions to become a leader in the on-demand delivery space, with a key focus on food delivery. Delivery Hero, which operates the hungryhouse brand in the UK, is the largest global company in online food ordering (currently: IPO rumours). Quiqup provides an enhanced delivery experience across many verticals, including food, groceries, fashion and electronics. Whatever you need, Quiqup can get it now, all in under an hour. The app is offering brick and mortar retailers the opportunity to compete in ecommerce, by making their products immediately available to the consumer. After launching in September 2014, Quiqup has fulfilled well over 100,000 orders in under a year. Quiqup is available in the App Store and on Google Play. It will also be on a web platform soon.	<triplet> Delivery Hero <sub> multi-million pound <obj> INVESTS <triplet> Quiqup <sub> multi-million pound <obj> RECEIVES <triplet> Global Founders Capital <sub> multi-million pound <obj> INVESTS <triplet> multi-million pound <sub> Series A <obj> IN ROUND
515		Inspired by nature’s waste cycle and with the vision to take the food chain back to its roots,Better Originhas today raised over €14.6 million in a Series A funding round led by Balderton Capital. Existing investors Fly Ventures and Metavallon VC also participated. The UK-based agritech innovators are taking on a global challenge – feeding growing populations in a way that is sustainable and secure. The company aims to do this by turning the food supply chain from global to local, taking it back to the way nature intended. Founded in 2019, by CEO Fotis Fotiadis and CSO Miha Pipan, Better Origin is creating decentralised AI-powered insect mini-farms, which take local food waste from supermarkets and convert it into high-quality, sustainable animal feed. In doing so, the startup removes the need to ship animal feed around the world – tackling both the lack of sustainability, rising carbon footprints, and the lack of security that is inherent in the global food supply chain.	<triplet> Fly Ventures <sub> €14.6 million <obj> INVESTS <triplet> Metavallon VC <sub> €14.6 million <obj> INVESTS <triplet> Balderton Capital <sub> €14.6 million <obj> INVESTS <triplet> Better Originhas <sub> €14.6 million <obj> RECEIVES <triplet> €14.6 million <sub> Series A <obj> IN ROUND
516		Munich’s GreenCom Networks, an energy IoT company, has announced investment from innogy Innovation Hub, the venture capital arm of innogy SE, a leading German energy company. The investment follows a successful capitalisation round at the end of last year, when GreenCom attracted funding from the British utility Centrica. Since 2011, GreenCom has been developing the energy system of the future. With its Energy Information Brokerage Platform (EIBP), GreenCom integrates distributed assets like solar PV, battery storage, electric vehicles, and heat pumps. EIBP also enables the optimisation and visualisation of energy flows in homes, making the data available to utilities and the manufacturers of energy-relevant devices. Greencom and innogy first connected through the Free Electrons energy accelerator program, which provides opportunities for later stage energy startups to gain access to utility customers. GreenCom was one of the 12 companies selected through the program to work with innogy SE out of a total of 450 companies that entered.	
52		Krakow-based HCM Deck is an HR SaaS enterprise platform that let us companies manage, automate and analyze employee development in three key areas — learning, communication and feedback, by combining complex enterprise processes with user experience, automation, and data analytics. Founded in 2016, we featured HCM Deck as one of the top 10 Polish startups to look out for in 2019. The startup has been experiencing 100% year-on-year growth, and has just raised a round of €2.8 million. The new round is led by mAccelerator, a €50 million venture capital fund focusing on post-seed and Series A investments in startups with innovative technological solutions. “When we saw HCM Deck, we immediately knew it is a brilliant product,” said Wojciech Chmielewski, an investor at mAccelerator. “With a holistic approach towards Human Capital Management addressing all the employee development needs, HCM Deck is a comprehensive solution that can benefit any larger organization.”	<triplet> HCM Deck <sub> €2.8 million <obj> RECEIVES <triplet> mAccelerator <sub> €2.8 million <obj> INVESTS
